3.775	0.012	0	0
3.773	0.012	0	0.852108022
3.771	0.012	0	0.857298989
3.769	0.012	0	0.862404227
3.768	0.012	0	0.867423226
3.766	0.012	0	0.872355482
3.764	0.012	0	0.877200504
3.762	0.012	0	0.881957807
3.761	0.012	0	0.886626914
3.759	0.012	0	0.89120736
3.757	0.012	0	0.895698686
3.755	0.012	0	0.900100442
3.753	0.012	0	0.904412189
3.752	0.012	0	0.908633496
3.750	0.012	0	0.91276394
3.748	0.012	0	0.916803109
3.746	0.012	0	0.920750598
3.744	0.012	0	0.924606012
3.743	0.012	0	0.928368967
3.741	0.012	0	0.932039086
3.739	0.012	0	0.935616002
3.737	0.012	0	0.939099356
3.736	0.012	0	0.942488802
3.734	0.012	0	0.945783999
3.732	0.012	0	0.948984619
3.730	0.012	0	0.952090342
3.728	0.012	0	0.955100856
3.727	0.012	0	0.95801586
3.725	0.012	0	0.960835064
3.723	0.012	0	0.963558185
3.721	0.012	0	0.966184952
3.720	0.012	0	0.9687151
3.718	0.012	0	0.971148378
3.716	0.012	0	0.973484542
3.714	0.012	0	0.975723358
3.712	0.012	0	0.977864602
3.711	0.012	0	0.979908061
3.709	0.012	0	0.98185353
3.707	0.012	0	0.983700815
3.705	0.012	0	0.98544973
3.704	0.012	0	0.987100101
3.702	0.012	0	0.988651763
3.700	0.012	0	0.99010456
3.698	0.012	0	0.991458348
3.697	0.012	0	0.992712991
3.695	0.012	0	0.993868363
3.693	0.012	0	0.99492435
3.691	0.012	0	0.995880845
3.689	0.012	0	0.996737752
3.688	0.012	0	0.997494987
3.686	0.012	0	0.998152472
3.684	0.012	0	0.998710144
3.682	0.012	0	0.999167945
3.681	0.012	0	0.999525831
3.679	0.012	0	0.999783764
3.677	0.012	0	0.99994172
3.675	0.012	0	0.999999683
3.674	0.012	0	0.999957646
3.672	0.012	0	0.999815615
3.670	0.012	0	0.999573603
3.668	0.012	0	0.999231634
3.666	0.012	0	0.998789743
3.665	0.012	0	0.998247974
3.663	0.012	0	0.997606381
3.661	0.012	0	0.996865028
3.659	0.012	0	0.99602399
3.658	0.012	0	0.99508335
3.656	0.012	0	0.994043202
3.654	0.012	0	0.992903651
3.652	0.012	0	0.99166481
3.651	0.012	0	0.990326804
3.649	0.012	0	0.988889766
3.647	0.012	0	0.98735384
3.645	0.012	0	0.985719179
3.644	0.012	0	0.983985947
3.642	0.012	0	0.982154317
3.640	0.012	0	0.980224473
3.638	0.012	0	0.978196607
3.637	0.012	0	0.976070922
3.635	0.012	0	0.973847631
3.633	0.012	0	0.971526956
3.631	0.012	0	0.969109129
3.630	0.012	0	0.966594392
3.628	0.012	0	0.963982996
3.626	0.012	0	0.961275203
3.624	0.012	0	0.958471283
3.623	0.012	0	0.955571517
3.621	0.012	0	0.952576194
3.619	0.012	0	0.949485615
3.617	0.012	0	0.946300088
3.616	0.012	0	0.943019931
3.614	0.012	0	0.939645474
3.612	0.012	0	0.936177052
3.610	0.012	0	0.932615014
3.609	0.012	0	0.928959715
3.607	0.012	0	0.925211521
3.605	0.012	0	0.921370806
3.603	0.012	0	0.917437955
3.602	0.012	0	0.913413361
3.600	0.012	0	0.909297427
3.598	0.012	0	0.905090563
3.596	0.012	0	0.900793192
3.595	0.012	0	0.896405741
3.593	0.012	0	0.891928651
3.591	0.012	0	0.887362369
3.589	0.012	0	0.882707351
3.588	0.012	0	0.877964063
3.586	0.012	0	0.87313298
3.584	0.012	0	0.868214583
3.582	0.012	0	0.863209367
3.581	0.012	0	0.85811783
3.579	0.012	0	0.852940482
3.577	0.012	0	0.84767784
3.575	0.012	0	0.842330432
3.574	0.012	0	0.836898791
3.572	0.012	0	0.831383461
3.570	0.012	0	0.825784993
3.568	0.012	0	0.820103948
3.567	0.012	0	0.814340892
3.565	0.012	0	0.808496404
3.563	0.012	0	0.802571066
3.562	0.012	0	0.796565472
3.560	0.012	0	0.790480222
3.558	0.012	0	0.784315925
3.556	0.012	0	0.778073197
3.555	0.012	0	0.771752662
3.553	0.012	0	0.765354953
3.551	0.012	0	0.758880708
3.549	0.012	0	0.752330576
3.548	0.012	0	0.745705212
3.546	0.012	0	0.739005278
3.544	0.012	0	0.732231444
3.542	0.012	0	0.725384387
3.541	0.012	0	0.718464793
3.539	0.012	0	0.711473353
3.537	0.012	0	0.704410766
3.536	0.012	0	0.697277738
3.534	0.012	0	0.690074984
3.532	0.012	0	0.682803222
3.530	0.012	0	0.675463181
3.529	0.012	0	0.668055593
3.527	0.012	0	0.660581201
3.525	0.012	0	0.653040752
3.523	0.012	0	0.645434998
3.522	0.012	0	0.637764702
3.520	0.012	0	0.63003063
3.518	0.012	0	0.622233555
3.517	0.012	0	0.614374258
3.515	0.012	0	0.606453523
3.513	0.012	0	0.598472144
3.511	0.012	0	0.590430918
3.510	0.012	0	0.58233065
3.508	0.012	0	0.574172148
3.506	0.012	0	0.56595623
3.504	0.012	0	0.557683717
3.503	0.012	0	0.549355436
3.501	0.012	0	0.54097222
3.499	0.012	0	0.532534908
3.498	0.012	0	0.524044342
3.496	0.012	0	0.515501372
3.494	0.012	0	0.506906852
3.492	0.012	0	0.498261642
3.491	0.012	0	0.489566607
3.489	0.012	0	0.480822615
3.487	0.012	0	0.472030541
3.486	0.012	0	0.463191265
3.484	0.012	0	0.45430567
3.482	0.012	0	0.445374645
3.480	0.012	0	0.436399082
3.479	0.012	0	0.42737988
3.477	0.012	0	0.418317941
3.475	0.012	0	0.40921417
3.474	0.012	0	0.400069478
3.472	0.012	0	0.390884779
3.470	0.012	0	0.381660992
3.468	0.012	0	0.372399039
3.467	0.012	0	0.363099847
3.465	0.012	0	0.353764345
3.463	0.012	0	0.344393467
3.462	0.012	0	0.33498815
3.460	0.012	0	0.325549335
3.458	0.012	0	0.316077964
3.456	0.012	0	0.306574986
3.455	0.012	0	0.297041351
3.453	0.012	0	0.287478012
3.451	0.012	0	0.277885926
3.450	0.012	0	0.268266051
3.448	0.012	0	0.25861935
3.446	0.012	0	0.248946787
3.445	0.012	0	0.239249329
3.443	0.012	0	0.229527947
3.441	0.012	0	0.219783612
3.439	0.012	0	0.210017299
3.438	0.012	0	0.200229985
3.436	0.012	0	0.190422647
3.434	0.012	0	0.180596268
3.433	0.012	0	0.170751829
3.431	0.012	0	0.160890315
3.429	0.012	0	0.151012712
3.427	0.012	0	0.141120008
3.426	0.012	0	0.131213192
3.424	0.012	0	0.121293255
3.422	0.012	0	0.111361189
3.421	0.012	0	0.101417986
3.419	0.012	0	0.091464642
3.417	0.012	0	0.081502152
3.416	0.012	0	0.071531511
3.414	0.012	0	0.061553717
3.412	0.012	0	0.051569768
3.410	0.012	0	0.041580662
3.409	0.012	0	0.031587398
3.407	0.012	0	0.021590976
3.405	0.012	0	0.011592394
3.404	0.012	0	0.001592653
3.402	0.012	0	-0.008407247
3.400	0.012	0	-0.018406307
3.399	0.012	0	-0.028403526
3.397	0.012	0	-0.038397905
3.395	0.012	0	-0.048388443
3.394	0.012	0	-0.058374143
3.392	0.012	0	-0.068354006
3.390	0.012	0	-0.078327033
3.388	0.012	0	-0.088292228
3.387	0.012	0	-0.098248594
3.385	0.012	0	-0.108195135
3.383	0.012	0	-0.118130856
3.382	0.012	0	-0.128054764
3.380	0.012	0	-0.137965867
3.378	0.012	0	-0.147863174
3.377	0.012	0	-0.157745694
3.375	0.012	0	-0.16761244
3.373	0.012	0	-0.177462425
3.372	0.012	0	-0.187294664
3.370	0.012	0	-0.197108173
3.368	0.012	0	-0.206901972
3.367	0.012	0	-0.21667508
3.365	0.012	0	-0.226426522
3.363	0.012	0	-0.236155321
3.361	0.012	0	-0.245860504
3.360	0.012	0	-0.255541102
3.358	0.012	0	-0.265196146
3.356	0.012	0	-0.27482467
3.355	0.012	0	-0.284425713
3.353	0.012	0	-0.293998312
3.351	0.012	0	-0.303541513
3.350	0.012	0	-0.313054359
3.348	0.012	0	-0.3225359
3.346	0.012	0	-0.331985188
3.345	0.012	0	-0.341401278
3.343	0.012	0	-0.350783228
3.341	0.012	0	-0.360130099
3.340	0.012	0	-0.369440959
3.338	0.012	0	-0.378714874
3.336	0.012	0	-0.387950918
3.335	0.012	0	-0.397148167
3.333	0.012	0	-0.406305702
3.331	0.012	0	-0.415422607
3.330	0.012	0	-0.424497969
3.328	0.012	0	-0.433530883
3.326	0.012	0	-0.442520443
3.324	0.012	0	-0.451465752
3.323	0.012	0	-0.460365915
3.321	0.012	0	-0.469220041
3.319	0.012	0	-0.478027246
3.318	0.012	0	-0.486786649
3.316	0.012	0	-0.495497373
3.314	0.012	0	-0.504158548
3.313	0.012	0	-0.512769307
3.311	0.012	0	-0.52132879
3.309	0.012	0	-0.529836141
3.308	0.012	0	-0.538290508
3.306	0.012	0	-0.546691047
