179	73992,93	20	20	20	T	2,51	NA	81,13	2,91	5,42	0,00
180	74311,87	20	20	20	T	2,50	NA	81,13	2,92	5,42	0,00
181	74630,80	20	20	20	T	2,50	NA	81,13	2,92	5,42	0,00
182	74949,73	20	20	20	T	2,50	NA	81,12	2,92	5,42	0,00
183	75268,67	20	20	20	T	2,50	NA	81,13	2,92	5,42	0,00
184	75589,51	20	20	20	T	2,51	NA	81,13	2,91	5,42	0,00
185	75908,45	20	20	20	T	2,50	NA	81,13	2,92	5,42	0,00
186	76227,40	20	20	20	T	2,51	NA	81,12	2,91	5,42	0,00
187	76546,34	20	20	20	T	2,49	NA	81,12	2,93	5,42	0,00
188	76865,28	20	20	20	T	2,48	NA	81,13	2,93	5,41	0,00
189	77184,23	20	20	20	T	2,48	NA	81,13	2,93	5,41	0,00
190	77505,12	20	20	20	T	2,47	NA	81,13	2,95	5,41	0,00
191	77824,07	20	20	20	T	2,47	NA	81,13	2,95	5,41	0,00
192	78143,02	20	20	20	T	2,45	NA	81,13	2,95	5,40	0,00
193	78461,98	20	20	20	T	2,43	NA	81,12	2,97	5,40	0,00
194	78780,93	20	20	20	T	2,40	NA	81,13	3,00	5,40	0,00
195	79099,88	20	20	20	T	2,37	NA	81,12	3,02	5,39	0,00
196	79418,83	20	20	20	T	2,34	NA	81,13	3,04	5,39	0,00
197	79739,78	20	20	20	T	2,29	NA	81,12	3,08	5,37	0,00
198	80058,74	20	20	20	T	0,00	NA	81,13	0,00	0,00	0,00
199	80377,70	20	20	20	T	0,00	NA	81,12	0,00	0,00	0,00
200	80696,66	20	20	20	T	0,00	NA	81,13	0,00	0,00	0,00
201	81015,63	20	20	20	T	0,00	NA	81,13	0,00	0,00	0,00
202	100484,80	55	55	55	T	0,00	NA	81,10	0,00	0,00	0,00
203	100803,80	55	55	55	T	0,00	NA	81,09	0,00	0,00	0,00
204	101122,80	55	55	55	T	0,00	NA	81,10	0,00	0,00	0,00
205	101441,80	55	55	55	T	0,00	NA	81,10	0,00	0,00	0,00
206	101760,80	55	55	55	T	2,05	NA	81,09	3,30	5,35	0,00
207	102079,80	55	55	55	T	2,07	NA	81,11	3,28	5,35	0,00
208	102398,80	55	55	55	T	2,10	NA	81,11	3,27	5,36	0,00
209	102717,80	55	55	55	T	2,11	NA	81,11	3,25	5,36	0,00
210	103036,80	55	55	55	T	2,12	NA	81,12	3,24	5,36	0,00
211	103355,80	55	55	55	T	2,15	NA	81,11	3,22	5,36	0,00
212	103674,80	55	55	55	T	2,16	NA	81,11	3,21	5,36	0,00
213	103993,80	55	55	55	T	2,18	NA	81,13	3,19	5,37	0,00
214	104312,80	55	55	55	T	2,19	NA	81,12	3,18	5,37	0,00
215	104631,80	55	55	55	T	2,21	NA	81,12	3,17	5,37	0,00
216	104950,80	55	55	55	T	2,22	NA	81,11	3,16	5,38	0,00
217	105269,80	55	55	55	T	2,22	NA	81,11	3,16	5,38	0,00
218	105591,45	55	55	55	T	2,24	NA	81,11	3,14	5,39	0,00
219	105910,45	55	55	55	T	2,26	NA	81,12	3,13	5,39	0,00
220	106229,46	55	55	55	T	2,27	NA	81,11	3,12	5,39	0,00
221	106548,47	55	55	55	T	2,28	NA	81,10	3,11	5,39	0,00
222	106867,48	55	55	55	T	2,29	NA	81,11	3,09	5,39	0,00
223	107186,48	55	55	55	T	2,32	NA	81,11	3,08	5,40	0,00
224	107505,49	55	55	55	T	2,33	NA	81,11	3,07	5,40	0,00
225	107824,50	55	55	55	T	2,33	NA	81,11	3,07	5,40	0,00
226	108143,51	55	55	55	T	2,34	NA	81,12	3,06	5,40	0,00
227	108462,52	55	55	55	T	2,35	NA	81,11	3,05	5,40	0,00
228	108781,52	55	55	55	T	2,37	NA	81,12	3,03	5,40	0,00
229	109100,53	55	55	55	T	2,38	NA	81,11	3,02	5,40	0,00
230	109419,54	55	55	55	T	2,40	NA	81,10	3,01	5,41	0,00
231	109738,55	55	55	55	T	2,40	NA	81,09	3,01	5,41	0,00
232	110057,55	55	55	55	T	2,42	NA	81,10	3,00	5,41	0,00
233	110376,56	55	55	55	T	2,43	NA	81,09	2,98	5,41	0,00
234	110695,57	55	55	55	T	2,45	NA	81,12	2,97	5,42	0,00
235	111014,58	55	55	55	T	2,45	NA	81,09	2,97	5,43	0,00
236	111333,59	55	55	55	T	2,47	NA	81,10	2,96	5,43	0,00
237	111652,59	55	55	55	T	2,48	NA	81,09	2,95	5,43	0,00
238	111971,60	55	55	55	T	2,49	NA	81,09	2,94	5,43	0,00
239	112290,61	55	55	55	T	2,49	NA	81,11	2,93	5,42	0,00
240	112609,62	55	55	55	T	2,52	NA	81,11	2,92	5,44	0,00
241	112928,63	55	55	55	T	2,53	NA	81,09	2,91	5,44	0,00
242	113247,63	55	55	55	T	2,53	NA	81,11	2,91	5,44	0,00
243	113566,64	55	55	55	T	2,54	NA	81,09	2,90	5,44	0,00
244	113885,65	55	55	55	T	2,55	NA	81,10	2,89	5,44	0,00
245	114204,66	55	55	55	T	2,55	NA	81,10	2,89	5,44	0,00
246	114523,67	55	55	55	T	2,58	NA	81,12	2,87	5,45	0,00
247	114842,68	55	55	55	T	2,58	NA	81,11	2,87	5,45	0,00
248	115161,69	55	55	55	T	2,58	NA	81,10	2,87	5,45	0,00
249	115480,70	55	55	55	T	2,59	NA	81,11	2,87	5,46	0,00
250	115799,70	55	55	55	T	2,59	NA	81,10	2,87	5,46	0,00
251	116118,71	55	55	55	T	2,59	NA	81,11	2,87	5,46	0,00
252	116437,72	55	55	55	T	2,60	NA	81,09	2,86	5,46	0,00
253	116756,73	55	55	55	T	2,60	NA	81,09	2,86	5,46	0,00
254	117075,73	55	55	55	T	2,60	NA	81,10	2,86	5,46	0,00
255	117394,74	55	55	55	T	2,61	NA	81,10	2,86	5,47	0,00
256	117716,70	55	55	55	T	2,61	NA	81,09	2,85	5,46	0,00
257	118035,72	55	55	55	T	2,63	NA	81,10	2,85	5,47	0,00
258	118354,73	55	55	55	T	2,63	NA	81,09	2,85	5,48	0,00
259	118673,75	55	55	55	T	2,64	NA	81,10	2,84	5,47	0,00
260	118992,77	55	55	55	T	2,64	NA	81,09	2,84	5,48	0,00
261	119311,78	55	55	55	T	2,64	NA	81,10	2,84	5,48	0,00
262	119630,80	55	55	55	T	2,65	NA	81,10	2,82	5,48	0,00
263	119949,81	55	55	55	T	2,65	NA	81,09	2,82	5,48	0,00
264	120268,83	55	55	55	T	2,65	NA	81,10	2,82	5,48	0,00
265	120587,84	55	55	55	T	2,66	NA	81,09	2,81	5,48	0,00
266	120906,86	55	55	55	T	2,66	NA	81,10	2,81	5,47	0,00
267	121225,88	55	55	55	T	2,66	NA	81,10	2,81	5,47	0,00
268	121544,89	55	55	55	T	2,68	NA	81,08	2,80	5,48	0,00
269	121863,91	55	55	55	T	2,68	NA	81,06	2,80	5,48	0,00
270	122182,93	55	55	55	T	2,70	NA	81,08	2,79	5,49	0,00
271	122501,95	55	55	55	T	2,70	NA	81,09	2,79	5,49	0,00
272	122820,96	55	55	55	T	2,70	NA	81,09	2,79	5,49	0,00
273	123139,98	55	55	55	T	2,71	NA	81,09	2,77	5,49	0,00
274	123458,99	55	55	55	T	2,71	NA	81,10	2,77	5,49	0,00
275	123778,01	55	55	55	T	2,73	NA	81,08	2,76	5,49	0,00
276	124097,02	55	55	55	T	2,73	NA	81,08	2,76	5,49	0,00
277	124416,04	55	55	55	T	2,73	NA	81,09	2,76	5,49	0,00
278	124735,05	55	55	55	T	2,75	NA	81,09	2,75	5,50	0,00
279	125054,07	55	55	55	T	2,75	NA	81,07	2,75	5,50	0,00
280	125373,09	55	55	55	T	2,76	NA	81,09	2,74	5,50	0,00
281	125692,10	55	55	55	T	2,76	NA	81,08	2,74	5,50	0,00
282	126011,12	55	55	55	T	2,76	NA	81,07	2,74	5,50	0,00
283	126330,13	55	55	55	T	2,77	NA	81,08	2,73	5,50	0,00
284	126649,15	55	55	55	T	2,78	NA	81,07	2,73	5,50	0,00
285	126968,16	55	55	55	T	2,79	NA	81,09	2,71	5,50	0,00
286	127287,18	55	55	55	T	2,80	NA	81,07	2,71	5,51	0,00
287	127606,20	55	55	55	T	2,81	NA	81,07	2,70	5,51	0,00
